CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,32.24
165.0,0.0,132.1,175.1,8.1,1005.8,746.6,3,4.78
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,22.32
153.0,239.0,0.0,200.0,7.0,1002.0,684.0,28,67.87
475.0,0.0,0.0,228.0,0.0,1125.0,613.0,7,55.25
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,41.64
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,59.09
116.0,173.0,0.0,192.0,0.0,949.9,891.9,7,26.85
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,39.0
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,39.15
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,36.45
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,17.95
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,40.23
387.0,0.0,94.0,187.0,13.9,938.0,827.0,28,33.49
167.0,0.0,167.0,164.0,7.9,1007.3,770.1,100,40.86
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,8.06
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,42.64
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,33.01
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,50.53
116.0,212.5,0.0,203.5,0.0,909.8,891.9,14,24.43
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,26.2
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,45.84
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,28.47
237.5,237.5,0.0,228.0,0.0,932.0,670.0,90,42.22
393.0,0.0,0.0,192.0,0.0,940.0,758.0,7,23.74
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,17.6
212.0,0.0,100.0,159.0,7.8,959.2,705.2,28,27.68
284.0,15.0,141.0,179.0,3.0,842.0,801.0,28,18.03
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,8.37
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,37.72
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,42.22
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,31.64
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,25.2
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,33.27
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.08
252.0,0.0,0.0,184.0,0.0,1111.0,784.0,28,32.01
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,17.57
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,51.73
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,39.23
166.8,0.0,163.8,186.4,4.6,955.1,770.1,28,33.66
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,41.37
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,37.91
150.0,0.0,0.0,182.0,3.0,1022.0,753.0,28,33.27
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,19.42
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,7,30.65
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,35.3
350.0,0.0,0.0,203.0,0.0,974.0,775.0,3,14.7
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,25.2
304.0,0.0,0.0,196.0,0.0,959.0,705.0,14,30.44
500.0,0.0,0.0,192.0,0.0,1125.0,813.0,7,12.79
252.3,0.0,0.0,185.7,0.0,1111.6,784.3,28,22.93
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,6.88
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,43.06
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,35.1
288.0,142.5,0.0,228.0,0.0,932.0,594.0,28,32.88
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,12.05
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,13.4
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,66.0
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,24.85
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.5
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,22.93
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,25.73
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,25.56
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.42
127.0,0.0,0.0,192.0,0.0,978.0,825.0,3,25.51
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,36.45
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,59.76
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,55.02
425.0,166.6,0.0,153.5,16.5,852.1,887.1,28,56.4
133.0,200.0,0.0,192.0,0.0,965.4,805.2,90,24.45
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,40.29
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,41.15
236.0,0.0,0.0,193.0,0.0,968.0,885.0,28,35.08
359.0,19.0,141.0,206.0,1.7,1012.0,801.0,56,51.02
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,29.45
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,53.1
198.6,132.4,0.0,192.0,0.0,978.4,895.3,28,24.5
230.0,0.0,118.3,195.7,4.6,1029.4,758.6,100,46.23
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.68
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,28.99
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,34.74
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,23.74
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,25.51
288.0,192.0,0.0,192.0,0.0,929.8,716.1,7,20.08
255.0,192.0,0.0,192.0,0.0,931.2,842.6,3,11.17
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,12.55
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,365,52.04
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,9.99
350.0,0.0,0.0,203.0,0.0,1074.0,775.0,28,42.22
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,26.92
203.5,305.3,0.0,183.9,0.0,963.4,630.0,7,19.01
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,13.46
182.0,45.2,124.3,158.5,10.8,1080.8,796.2,100,50.08
250.0,0.0,0.0,187.4,0.0,987.8,849.0,3,18.03
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,9.62
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.24
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,37.33
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,11.41
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,32.05
252.3,0.0,98.8,146.3,12.4,987.8,889.0,3,10.35
288.0,132.4,0.0,192.0,0.0,965.4,765.4,3,24.45
540.0,0.0,0.0,165.0,0.0,1125.0,613.0,90,35.31
236.0,157.0,0.0,186.0,11.0,870.0,774.0,28,33.36
200.0,0.0,0.0,192.0,0.0,965.4,806.2,3,13.2
145.0,0.0,113.0,178.0,8.0,953.0,822.0,28,34.24
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,44.21
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,55.6
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,14.94
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,40.23
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,55.55
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,40.06
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,12.47
212.6,0.0,121.6,169.6,7.6,1055.6,777.8,3,15.58
122.6,183.9,0.0,203.5,0.0,884.9,800.1,7,21.86
252.3,0.0,98.8,146.3,13.6,971.8,804.9,28,79.3
339.0,0.0,0.0,197.0,0.0,968.0,783.0,365,56.61
158.8,0.0,0.0,185.7,0.0,1111.6,784.3,28,35.76
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,56.14
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,47.03
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,50.51
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,44.4
284.0,145.0,0.0,178.0,8.0,819.0,789.0,28,79.3
250.0,0.0,0.0,191.0,0.0,1012.0,830.0,28,37.42
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.05
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,30.45
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,29.59
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,26.97
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,54.1
212.0,0.0,124.8,159.0,3.0,1085.4,799.5,28,30.39
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,38.5
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,11.85
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,21.92
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,19.11
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,23.84
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,90,43.58
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,365,42.13
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,37.27
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,33.54
349.0,0.0,0.0,192.0,6.0,1047.0,806.0,90,40.57
339.0,0.0,0.0,185.0,0.0,1069.0,774.0,7,19.99
183.9,122.6,0.0,185.7,0.0,959.2,613.2,28,20.59
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,24.28
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,54.32
202.0,11.0,141.0,202.0,1.7,942.0,801.0,28,34.57
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,4.83
500.0,0.0,0.0,200.0,3.0,1124.0,613.0,28,29.55
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,17.28
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,36.45
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,52.83
238.1,0.0,0.0,185.7,0.0,1047.0,739.3,28,24.34
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,19.93
251.4,0.0,118.3,188.5,5.8,1076.2,757.7,56,66.82
233.0,0.0,0.0,196.0,3.9,801.0,758.0,28,40.93
148.5,139.9,108.6,193.8,6.1,892.4,780.6,28,37.17
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,90,69.66
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,46.68
190.7,0.0,125.2,166.6,9.9,1090.0,802.6,28,27.83
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270,33.7
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,54.9
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,32.96
540.0,0.0,0.0,170.0,2.5,1130.0,630.0,28,61.23
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,13.29
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,32.92
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,29.55
375.0,95.0,0.0,186.7,0.0,852.1,781.5,28,37.17
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,32.1
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,32.92
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,16.5
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,56.06
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,33.4
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,39.66
145.7,172.6,0.0,181.9,3.4,985.8,816.8,7,11.47
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,11.36
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,17.34
313.3,0.0,0.0,181.9,8.6,955.1,859.2,100,35.34
313.3,262.2,0.0,175.5,6.9,1055.6,659.9,28,55.9
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,41.37
307.0,0.0,0.0,193.0,0.0,812.0,812.0,28,45.94
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,3.32
397.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,34.29
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,10.39
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,32.53
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,35.23
275.1,0.0,95.7,191.8,5.3,948.9,830.8,28,39.42
214.9,54.6,121.9,162.1,9.6,1014.3,780.1,56,44.28
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,14.64
302.0,0.0,0.0,203.0,0.0,974.0,817.0,90,47.03
212.0,0.0,121.6,159.5,9.9,1053.6,777.5,3,15.58
389.9,189.0,0.0,137.8,18.6,944.7,852.2,7,55.45
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,3.32
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,18.91
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,22.35
525.0,0.0,0.0,186.0,0.0,1125.0,613.0,180,56.85
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,13.2
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,20.77
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,31.88
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,29.65
157.0,236.0,0.0,228.0,0.0,932.0,670.0,365,67.57
374.0,19.0,141.0,151.0,10.0,801.0,758.0,3,21.54
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,21.91
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,19.69
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.46
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,63.14
277.0,116.8,91.7,175.8,3.4,946.5,665.6,28,66.42
298.0,0.0,107.0,186.0,6.0,879.0,789.0,28,41.68
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,56,35.76
212.5,0.0,100.4,179.9,9.6,1007.2,903.6,14,32.01
350.0,0.0,0.0,203.0,0.0,1074.0,775.0,3,20.42
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,365,56.34
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,31.88
302.0,0.0,0.0,203.0,0.0,974.0,817.0,3,11.98
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,61.23
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,61.24
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,35.17
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,60.29
376.0,0.0,0.0,214.6,0.0,1003.5,762.9,28,42.42
165.0,144.7,0.0,175.5,8.2,1005.6,746.8,100,45.08
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,65.7
153.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,35.1
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,29.73
322.0,0.0,116.0,180.0,11.0,904.0,817.0,28,7.51
401.8,94.7,0.0,147.4,10.4,946.8,696.7,28,47.97
382.5,0.0,0.0,192.0,0.0,940.6,785.6,90,59.8
255.5,132.4,0.0,192.0,0.0,1012.4,830.0,28,31.97
251.4,0.0,100.5,182.5,3.6,1005.8,899.8,28,64.3
359.0,19.0,141.0,154.0,5.9,942.0,801.0,28,36.45
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,33.08
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,33.19
480.0,76.0,0.0,192.0,0.0,801.0,802.0,7,24.92
251.4,0.0,118.3,188.5,6.4,1040.6,754.3,28,44.39
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,26.31
342.0,20.0,94.0,157.0,11.6,966.0,867.0,56,65.2
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,14.64
491.0,26.0,78.0,162.0,12.0,967.0,699.0,3,13.22
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,4.83
147.8,210.2,0.0,203.2,3.1,828.7,709.7,28,59.76
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,24.43
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,79.99
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.12
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,46.39
236.0,149.0,0.0,192.0,0.0,949.9,824.0,28,36.96
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,49.19
192.0,288.0,0.0,192.0,0.0,929.8,716.1,14,23.79
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,41.05
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,31.9
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,61.89
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,21.18
116.0,0.0,0.0,192.0,0.0,909.8,891.9,3,9.85
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,10.22
288.0,0.0,0.0,192.0,0.0,932.0,817.0,3,41.3
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,23.35
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,33.8
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.68
155.6,0.0,165.7,180.3,10.7,1023.3,728.9,28,39.06
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.67
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,42.03
362.6,0.0,0.0,164.9,11.6,944.7,755.8,7,27.42
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,15.07
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,13.57
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,12.45
540.0,0.0,0.0,203.0,0.0,1125.0,613.0,3,44.86
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,26.05
252.1,0.0,98.8,146.1,14.3,987.8,889.0,100,43.8
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,41.2
198.6,0.0,0.0,192.0,0.0,978.4,825.5,7,16.88
198.6,166.8,0.0,192.0,0.0,978.4,825.5,365,27.34
288.0,192.0,0.0,192.0,0.0,929.8,717.8,90,50.7
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,6.9
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,69.66
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,25.37
153.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,45.08
356.0,0.0,0.0,193.0,9.0,904.0,768.0,28,61.24
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,42.29
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,13.57
155.2,193.8,94.1,193.8,7.0,998.0,749.1,28,23.08
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,22.9
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,28.63
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,120,40.15
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,60.29
193.5,290.2,0.0,185.7,0.0,998.2,704.3,90,48.15
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,31.54
424.0,0.0,132.0,182.0,14.3,822.0,750.0,100,48.7
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,44.28
339.2,0.0,0.0,192.0,0.0,935.4,781.2,7,11.98
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,18.03
213.7,0.0,174.7,159.9,11.7,1053.5,792.7,3,21.75
525.0,0.0,0.0,189.0,11.0,1120.0,765.0,28,41.67
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,48.15
254.0,0.0,0.0,198.0,0.0,968.0,863.0,28,24.0
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,25.42
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,48.59
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,32.92
272.8,151.2,0.0,183.8,15.6,953.3,659.9,3,21.95
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,46.8
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,42.92
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,50.77
297.2,137.2,106.7,192.0,6.4,814.1,805.5,28,42.13
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,55.94
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,42.64
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,6.9
145.9,0.0,182.0,181.9,15.9,884.9,884.9,28,54.38
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,71.7
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,4.57
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,72.1
385.0,0.0,0.0,186.0,0.0,966.0,763.0,270,50.66
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,36.3
236.0,0.0,0.0,186.0,0.0,968.0,781.0,90,31.87
500.0,0.0,0.0,159.0,0.0,1120.0,695.0,28,48.4
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,22.5
172.4,13.6,172.4,156.8,4.1,1006.2,856.4,14,24.48
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,35.86
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,17.6
237.5,237.5,0.0,228.0,0.0,932.0,670.0,270,50.6
362.6,189.0,0.0,164.9,11.6,1044.7,755.8,3,39.32
295.7,0.0,95.6,170.2,9.9,1069.2,754.3,28,37.17
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,68.3
366.0,22.0,0.0,186.0,0.0,966.0,763.0,28,32.05
297.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,31.42
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,48.99
153.0,145.0,113.0,176.0,8.0,1047.0,696.0,28,29.59
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,44.21
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,17.95
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,61.89
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,54.9
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,9.74
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.27
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,32.85
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,38.11
382.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,28.63
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,180,66.1
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,27.42
381.4,0.0,0.0,185.7,0.0,1047.8,744.3,28,61.07
350.0,0.0,0.0,203.0,0.0,1069.0,674.0,28,29.65
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,27.68
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,59.59
321.0,0.0,125.0,195.0,8.5,870.0,769.0,28,21.18
385.0,0.0,0.0,186.0,0.0,966.0,763.0,365,41.54
251.8,0.0,118.3,168.1,5.8,1006.0,793.5,3,17.24
148.0,0.0,0.0,178.0,11.0,1002.0,830.0,28,22.14
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,180,25.56
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,21.5
200.0,0.0,0.0,192.0,0.0,965.4,839.2,3,13.36
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,7.4
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,65.2
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,68.3
380.0,0.0,0.0,228.0,0.0,932.0,670.0,7,23.4
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,42.42
239.6,359.4,0.0,193.5,0.0,932.0,754.3,3,21.07
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,15.42
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.42
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,33.76
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,67.8
266.0,38.0,0.0,228.0,0.0,932.0,670.0,365,44.7
136.4,162.6,125.8,171.6,10.4,923.2,764.4,28,41.68
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,32.72
480.0,137.2,0.0,192.0,0.0,870.1,709.5,3,16.26
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.24
355.0,20.0,86.0,145.0,11.0,967.0,871.0,28,49.97
380.0,95.0,0.0,228.0,0.0,1025.0,594.0,7,26.86
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,4.9
251.4,0.0,0.0,195.2,5.8,1026.6,757.6,3,13.12
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,12.18
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,17.34
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,44.09
178.0,0.0,118.6,179.9,3.6,1007.3,746.8,3,25.12
252.0,99.0,95.0,189.0,8.0,835.0,821.0,3,35.3
166.1,0.0,128.5,195.0,12.0,1023.0,790.0,28,21.29
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,7,24.13
382.5,0.0,0.0,185.7,0.0,1047.0,739.3,28,30.39
116.0,0.0,0.0,192.0,0.0,909.8,891.9,28,19.99
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,58.8
500.0,0.0,0.0,140.0,5.7,966.0,853.0,28,52.3
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,40.71
135.7,203.5,0.0,185.7,0.0,1086.8,759.3,28,21.82
238.1,0.0,94.6,197.9,4.6,949.9,847.0,14,28.94
540.0,0.0,0.0,173.2,0.0,965.4,613.2,7,15.61
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,10.73
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,30.96
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.77
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.6
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,32.53
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,25.02
203.0,135.0,0.0,185.0,0.0,1076.0,759.0,28,35.86
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,32.53
296.0,184.0,0.0,193.0,0.0,986.0,817.0,28,29.98
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,12.79
374.0,189.2,124.8,140.8,11.3,1075.7,792.7,56,51.02
446.0,24.0,77.0,164.0,11.6,967.0,712.0,28,36.45
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,31.42
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,9.62
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,33.61
313.3,145.0,0.0,178.5,8.9,879.8,611.8,28,33.4
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,38.41
322.0,0.0,0.0,196.0,9.0,951.0,709.0,28,21.91
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,20.92
425.0,106.3,0.0,151.4,18.6,936.0,803.7,14,24.05
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,9.62
238.0,0.0,0.0,186.0,7.0,949.0,847.0,7,10.79
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,33.01
252.5,0.0,0.0,185.7,0.0,1118.8,789.3,7,21.86
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,35.3
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,46.39
